Adjusted Grade,New?,Other Location Code in LCGMS,School Name,Location Code,Address (Full),City,Grades,Grade Low,Grade High,Community School?,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,SED Code,District,Latitude,Longitude,Zip,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Collaborative Teachers %,Supportive Environment %,Effective School Leadership %,Strong Family-Community Ties %,Trust %,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
0,0,0,575,110,732,27,25,8,6,1,0,3,4,0,0,0,0,310400010050,4,40.785868,-73.940587,10029,0.89,30295.44,0.1,0.01,0.45,0.53,0.98,0.0,0.87,0.49,0.87,0.74,0.89,0.67,0.79,0.84,2.1,2.07,30,1,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,1,25,1,0,1,0,0,0,0,0,1,26,1,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,22,1,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
0,0,0,320,111,278,27,35,9,6,0,2,2,2,2,0,2,1,310400010057,4,40.797156,-73.941285,10029,0.885,26905.07,0.12,0.04,0.26,0.67,0.93,0.02,0.92,0.28,0.92,0.85,0.85,0.81,0.82,0.91,2.46,2.57,86,2,0,0,1,0,0,0,0,1,86,3,0,0,1,0,0,0,0,3,86,14,0,3,8,3,0,0,0,13,86,12,0,1,9,2,0,0,0,12,93,4,0,0,2,0,0,0,0,2,93,9,0,0,5,0,0,0,0,7,87,6,0,1,3,0,0,0,1,6,87,3,0,1,1,0,0,0,0,3,91,2,0,0,0,0,0,0,0,2,91,4,0,2,0,0,0,0,0,4,90,9,0,1,6,0,0,0,0,9,90,3,0,0,3,0,0,0,0,3
0,0,0,1209,112,139,27,35,9,6,0,2,1,1,2,2,2,2,310400010072,4,40.791451,-73.947448,10029,0.866,33728.15,0.11,0.01,0.13,0.83,0.95,0.03,0.92,0.3,0.9,0.9,0.94,0.82,0.87,0.92,2.32,2.4,46,0,0,0,0,0,0,0,0,0,46,4,0,0,3,0,0,0,1,0,61,3,0,0,2,0,0,0,0,0,62,6,0,0,6,0,0,0,0,0,71,3,0,0,0,0,0,0,0,0,72,1,0,0,0,0,0,0,0,0,78,2,0,0,2,0,0,0,0,2,77,5,0,0,5,0,0,0,0,5,73,0,0,0,0,0,0,0,0,0,72,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,634,113,402,27,33,9,3,0,0,2,2,2,2,1,1,310400010083,4,40.79313,-73.941812,10029,0.772,31874.34,0.09,0.13,0.2,0.64,0.84,0.03,0.93,0.25,0.88,0.9,0.9,0.85,0.87,0.98,2.76,2.8,69,9,0,3,2,0,0,0,0,8,71,18,0,4,7,5,2,0,1,15,62,11,0,1,7,0,0,0,0,6,63,8,0,1,4,0,0,0,0,7,61,6,0,1,3,0,0,0,0,3,61,17,0,1,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,665,114,396,27,35,9,6,0,0,2,2,0,3,0,2,310400010096,4,40.799987,-73.937388,10035,0.902,25392.85,0.18,0.02,0.26,0.68,0.94,0.03,0.91,0.37,0.88,0.85,0.89,0.77,0.77,0.88,2.17,2.03,40,1,0,0,1,0,0,0,0,0,42,3,0,0,3,0,0,0,0,0,41,1,0,0,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,53,1,0,0,1,0,0,0,0,1,53,0,0,0,0,0,0,0,0,0,49,1,0,0,1,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,48,1,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,51,1,0,0,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
0,0,0,679,115,567,27,33,9,3,0,0,0,0,0,2,2,2,310400010102,4,40.79495,-73.938295,10029,0.833,29590.37,0.12,0.08,0.3,0.55,0.85,0.04,0.91,0.35,0.86,0.78,0.84,0.68,0.87,0.88,2.32,2.39,51,4,0,1,1,1,0,0,0,2,51,6,0,1,2,3,0,0,0,5,39,7,0,1,3,0,0,0,0,6,39,9,0,1,4,0,0,0,0,8,31,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,691,116,245,27,35,9,6,0,0,0,0,0,0,2,2,310400010108,4,40.795035,-73.947872,10029,0.843,27911.28,0.13,0.05,0.28,0.64,0.92,0.01,0.91,0.34,0.87,0.8,0.86,0.67,0.83,0.86,2.29,2.31,46,2,0,0,1,0,0,0,0,2,46,8,0,0,7,0,0,0,1,7,46,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,50,1,0,0,0,1,0,0,0,0,49,7,0,1,1,5,0,0,0,4,86,2,0,0,2,0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,84,2,0,0,0,0,0,0,0,2,81,1,0,0,0,0,0,0,0,1,86,8,0,2,4,0,0,0,0,5,85,0,0,0,0,0,0,0,0,0
0,0,0,767,117,712,27,33,9,3,0,0,0,0,0,2,2,2,310400010146,4,40.7897,-73.939094,10029,0.903,29414.74,0.19,0.03,0.26,0.68,0.94,0.02,0.92,0.29,0.77,0.71,0.8,0.65,0.9,0.84,2.14,2.19,47,0,0,0,0,0,0,0,0,0,47,2,0,0,1,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,63,3,0,0,1,0,0,0,1,3,32,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,792,118,572,27,33,9,3,0,0,0,2,0,2,0,2,310400010155,4,40.797495,-73.936193,10035,0.902,27577.94,0.4,0.02,0.11,0.87,0.97,0.0,0.93,0.25,0.84,0.79,0.91,0.74,0.85,0.79,2.16,2.17,47,2,0,0,1,0,0,0,0,2,48,2,0,0,1,0,0,0,1,2,39,3,0,0,0,0,0,0,0,3,39,6,0,0,0,0,0,0,0,6,45,0,0,0,0,0,0,0,0,0,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,822,119,315,27,35,9,6,0,1,2,1,0,2,2,1,310400010171,4,40.792304,-73.951449,10029,0.7509999999999999,31078.32,0.03,0.05,0.25,0.63,0.89,0.04,0.94,0.19,0.92,0.83,0.95,0.71,0.87,0.89,2.85,3.08,67,6,0,2,3,0,0,0,0,3,67,23,0,6,13,0,0,0,0,13,75,8,0,1,5,0,0,0,0,4,75,12,0,1,9,0,0,0,0,6,51,9,0,0,8,0,0,0,0,5,51,16,0,0,9,0,0,0,0,9,89,27,0,6,16,0,0,0,0,12,88,42,0,13,22,0,0,0,0,21,91,18,0,2,15,0,0,0,0,11,91,24,0,2,17,0,0,0,0,15,89,20,0,4,13,0,0,0,0,10,89,29,0,2,23,0,0,0,0,18
0,0,0,1188,120,402,27,22,8,3,0,0,0,2,3,0,0,2,310400010182,4,40.79313,-73.941812,10029,0.8590000000000001,31668.33,0.36,0.01,0.07,0.91,0.99,0.0,0.94,0.18,0.93,0.85,0.91,0.6,0.84,0.8,2.37,2.71,60,1,0,0,0,0,0,0,0,0,62,6,0,0,0,0,0,0,0,0,46,4,0,0,0,0,0,0,0,0,48,7,0,0,0,0,0,0,1,0,46,0,0,0,0,0,0,0,0,0,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,892,121,788,27,4,2,3,0,0,2,2,2,0,2,2,310400010206,4,40.796906,-73.929978,10035,0.8170000000000001,27376.45,0.14,0.04,0.26,0.61,0.87,0.06,0.93,0.25,0.83,0.85,0.85,0.8,0.82,0.91,2.36,2.54,89,2,0,0,1,0,0,0,0,2,89,10,0,2,3,0,3,0,2,8,90,8,0,2,5,0,0,0,0,5,91,11,0,2,8,0,0,0,0,9,71,3,0,1,2,0,0,0,0,2,73,6,1,1,1,0,0,0,0,4,50,5,0,2,2,0,0,0,0,2,50,4,0,1,3,0,0,0,0,3,61,2,0,0,2,0,0,0,0,2,61,2,0,0,1,0,0,0,1,2,55,3,0,0,1,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0
0,0,0,364,122,694,27,10,5,6,0,2,1,2,2,0,2,2,310400010224,4,40.785027,-73.942008,10029,0.708,,0.02,0.05,0.36,0.51,0.87,0.07,0.93,0.23,0.88,0.88,0.86,0.8,0.79,0.88,2.64,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,3,0,0,0,0,2,46,8,0,0,5,0,0,0,0,6,42,5,0,2,2,0,0,0,0,1,43,2,0,0,1,0,0,0,0,0,60,3,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,148,123,448,27,13,5,10,0,1,0,2,0,0,0,2,310400010372,4,40.792590000000004,-73.94211899999999,10029,0.836,,0.28,0.01,0.15,0.82,0.97,0.02,0.91,0.35,0.87,0.77,0.84,0.72,0.77,0.85,2.19,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,74,1,0,0,1,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,86,4,0,0,2,0,0,0,0,4,88,1,0,0,1,0,0,0,0,1
0,0,0,404,124,173,27,33,9,3,0,2,1,2,0,2,0,2,310400010375,4,40.796046000000004,-73.944549,10029,0.917,29237.2,0.09,0.05,0.41,0.5,0.91,0.01,0.92,0.27,0.89,0.86,0.89,0.75,0.86,0.86,2.23,2.25,39,0,0,0,0,0,0,0,0,0,39,1,0,1,0,0,0,0,0,0,36,1,0,0,1,0,0,0,0,0,36,1,0,0,1,0,0,0,0,0,41,1,0,0,1,0,0,0,0,1,41,5,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1110,125,572,27,10,5,6,1,0,2,2,2,1,1,2,310400010377,4,40.797495,-73.936193,10035,0.865,,0.1,0.01,0.45,0.53,0.98,0.01,0.9,0.32,0.89,0.93,0.88,0.89,0.9,0.95,2.32,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,1,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,49,3,0,1,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
0,0,0,170,126,239,27,10,5,6,0,0,1,2,1,2,2,1,310400010406,4,40.800631,-73.939323,10035,0.85,,0.11,0.03,0.4,0.56,0.97,0.01,0.95,0.15,0.89,0.99,0.88,0.96,0.81,0.94,2.27,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,1,0,48,3,0,0,1,0,0,0,0,2,48,7,0,0,2,0,0,0,0,3
0,0,0,89,127,227,27,33,9,3,0,2,1,1,1,1,1,0,310400010497,4,40.793746999999996,-73.948572,10029,0.38299999999999995,47895.96,0.01,0.09,0.2,0.29,0.49,0.28,0.95,0.14,1.0,0.97,0.98,0.95,0.96,0.94,2.67,2.58,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1265,128,45,27,13,5,10,0,1,1,2,1,0,1,2,310400011610,4,40.792935,-73.947168,10029,0.722,,0.02,0.09,0.25,0.6,0.85,0.04,0.95,0.16,0.9,0.97,0.87,0.92,0.72,0.94,2.69,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,5,0,0,0,0,7,44,2,0,0,0,0,0,0,0,1,42,6,0,0,4,0,0,0,0,0,42,4,0,0,1,0,0,0,0,0,45,5,0,3,2,0,0,0,0,5,45,3,0,2,1,0,0,0,0,3
0,0,0,271,129,493,27,15,5,6,0,0,0,2,2,2,2,2,310400010825,4,40.794167,-73.932694,10029,0.8420000000000001,,0.09,0.05,0.29,0.64,0.94,0.01,0.93,0.23,0.84,0.87,0.85,0.84,0.8,0.92,2.24,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,2,0,0,0,0,0,0,53,5,0,0,1,0,0,0,0,0,75,5,0,2,1,0,0,0,0,5,77,1,0,0,0,0,0,0,0,1,84,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
0,0,0,90,130,314,27,27,8,6,0,1,1,1,1,1,1,2,310400010964,4,40.792304,-73.951449,10029,0.46,42839.62,0.01,0.06,0.29,0.31,0.6,0.25,0.93,0.18,0.95,0.98,0.97,0.98,0.94,0.97,2.96,3.08,31,6,0,0,1,0,3,0,0,2,32,10,0,0,2,0,6,0,0,1,29,7,0,1,1,0,0,3,0,1,29,6,0,1,0,0,0,2,0,1,26,2,0,0,1,0,1,0,0,0,27,6,0,1,1,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,516,131,186,27,33,9,3,0,2,2,2,2,2,2,0,310500010030,5,40.805584,-73.935484,10035,0.8959999999999999,26581.16,0.09,0.02,0.47,0.47,0.94,0.03,0.89,0.4,0.94,0.91,0.92,0.83,0.88,0.92,2.27,2.18,33,1,0,0,0,0,0,0,0,0,33,2,0,0,1,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,535,132,110,27,33,9,3,0,0,0,0,0,0,0,0,310500010036,5,40.810705,-73.957404,10027,0.8390000000000001,35932.05,0.07,0.01,0.45,0.51,0.97,0.01,0.9,0.44,0.9,0.81,0.83,0.72,0.82,0.87,2.19,2.3,54,1,0,0,1,0,0,0,0,1,53,5,0,0,3,0,0,0,0,5,54,2,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,561,133,539,27,34,9,4,0,2,2,2,2,0,2,0,310500010046,5,40.831496,-73.936154,10039,0.903,23035.78,0.09,0.01,0.5,0.48,0.97,0.01,0.9,0.39,0.91,0.89,0.85,0.81,0.8,0.9,2.19,2.19,78,2,0,1,0,0,0,0,0,2,79,3,0,1,0,0,0,0,0,3,78,3,0,0,2,0,0,0,0,3,79,0,0,0,0,0,0,0,0,0,83,2,0,0,0,0,0,0,0,0,83,1,0,1,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,58,3,0,0,3,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,3,63,1,0,0,0,0,0,0,0,1
0,0,0,655,134,413,27,33,9,3,0,0,0,2,2,2,2,0,310500010092,5,40.814949,-73.945808,10030,0.897,32865.04,0.12,0.01,0.61,0.34,0.95,0.03,0.9,0.37,0.87,0.88,0.91,0.78,0.86,0.9,2.2,2.22,43,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,37,3,0,1,2,0,0,0,0,0,38,4,0,2,2,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,723,135,548,27,35,9,6,1,0,0,0,3,0,0,0,310500010123,5,40.820192,-73.944457,10030,0.835,34752.53,0.17,0.02,0.52,0.41,0.93,0.04,0.88,0.49,0.83,0.72,0.84,0.65,0.82,0.81,2.11,2.0,41,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,53,3,0,3,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,51,2,0,0,0,0,0,0,0,0,54,1,0,0,0,0,0,0,0,0,51,2,0,2,0,0,0,0,0,2,53,1,0,1,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,56,1,0,1,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0
0,0,0,728,136,722,27,22,8,3,0,0,2,2,1,2,1,1,310500010125,5,40.81064,-73.95584699999999,10027,0.805,35891.53,0.11,0.06,0.43,0.42,0.85,0.07,0.91,0.38,0.83,0.9,0.96,0.92,0.89,0.95,2.81,3.12,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,18,4,0,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,736,137,723,27,35,9,6,0,0,0,0,0,0,2,2,310500010129,5,40.814981,-73.95212099999999,10027,0.8540000000000001,31077.89,0.11,0.02,0.42,0.51,0.93,0.01,0.92,0.33,0.9,0.91,0.82,0.76,0.81,0.89,2.38,2.29,38,5,0,2,2,0,0,0,0,0,39,7,0,2,3,0,0,0,0,0,49,5,0,0,2,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,61,5,0,3,0,0,0,0,0,5,65,7,0,2,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,56,3,0,0,3,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0
0,0,0,748,138,387,27,33,9,3,0,0,0,0,3,3,0,2,310500010133,5,40.809663,-73.939148,10037,0.875,33344.03,0.06,0.04,0.52,0.37,0.89,0.05,0.91,0.34,0.84,0.73,0.76,0.47,0.76,0.77,2.21,2.19,24,0,0,0,0,0,0,0,0,0,24,3,0,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,128,139,848,27,13,5,10,0,2,2,2,2,2,2,0,310500011148,5,40.817282,-73.947238,10030,0.747,,0.03,0.0,0.74,0.24,0.98,0.01,0.88,0.47,0.92,0.91,0.83,0.91,0.82,0.9,2.26,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,2,0,2,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,64,2,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0
